SHA256 HASH,HASH ID,NOS,McAfee,McAfee-GW-Edition,ESET-NOD32,Sophos,BitDefender,Emsisoft,GData,Kaspersky,Microsoft,Symantec,MicroWorld-eScan,Qihoo-360,AhnLab-V3,Ad-Aware,Arcabit,Ikarus,DrWeb,NANO-Antivirus,Cyren,F-Secure,Antiy-AVL,CAT-QuickHeal,TrendMicro-HouseCall,ZoneAlarm,Tencent,AegisLab,VIPRE,F-Prot,Rising,TrendMicro,Baidu,Zillya,VBA32,Malwarebytes,ClamAV,ViRobot,Webroot,Zoner,TACHYON,Alibaba,nProtect,Avast,Fortinet,K7GW,Avira,K7AntiVirus,Panda,ALYac,Yandex,AVware,Comodo,Jiangmin,Bkav,SUPERAntiSpyware,TotalDefense,eGambit,CMC,MaxSecure,BitDefenderTheta,Agnitum,Kingsoft,Trustlook,Baidu-International,Invincea,CrowdStrike,MAX,Endgame,SentinelOne,Cylance,Cybereason,Paloalto,FireEye,Acronis,Trapmine,WhiteArmor,APEX,Babable,Sangfor,Avast-Mobile,SymantecMobileInsight,ahnlab,Norman,ByteHero,AntiVir,Commtouch
006a47c527eaac74d9959d065a93c0c193ef6ff88cc438cc436f93e594bae693,288735,RDN/Ransom,BehavesLike.Win32.Downloader.cc,a variant of Win32/Kryptik.FHNT,Mal/Generic-S,Gen:Variant.Razy.102868,Gen:Variant.Razy.102868 (B),Gen:Variant.Razy.102868,Trojan.Win32.Crypt.wje,Trojan:Win32/Dynamer!ac,Heur.AdvML.B,Gen:Variant.Razy.102868,Win32/Trojan.219,Trojan/Win32.Locky.N2140998652,Gen:Variant.Razy.102868,Trojan.Razy.D191D4,Trojan.Win32.Crypt,,,W32/Trojan.ECAX-5386,Gen:Variant.Razy.102868,,,Ransom_HPLOCKY.SM9,,Win32.Trojan.Raasj.Auto,Gen.Variant.Zusy!c,Trojan.Win32.Generic!BT,,Malware.Generic!sfLBRros1eS@1 (thunder),Ransom_HPLOCKY.SM9,Win32.Trojan.WisdomEyes.16070401.9500.9999,,,,,,,,,,,Win32:Malware-gen,,Trojan ( 004fa1d31 ),TR/Crypt.EPACK.Gen2,,Trj/Genetic.gen,,,Trojan.Win32.Generic!BT,MalCrypt.Indus!,,HW32.Packed.1855,,,,,,,,,,,trojan.win32.miuref.f,malicious_confidence_100% (D),,,,,,,,,,,,,,,,,,,,
01f0b0391d0333bf8e11e134dbe9c9af26198c9363e2f746b2682766373f1a5a,17159,BackDoor-AXJ.gen,BehavesLike.Win32.Backdoor.rc,a variant of Win32/Spy.Qukart,Mal/Padodor-A,Generic.Malware.SYd!g.2FDA2728,Generic.Malware.SYd!g.2FDA2728 (B),Generic.Malware.SYd!g.2FDA2728,Trojan-Proxy.Win32.Qukart.gen,Backdoor:Win32/Berbew,Backdoor.Berbew.F,Generic.Malware.SYd!g.2FDA2728,HEUR/QVM19.1.13D3.Malware.Gen,Win-Trojan/Berbew.51712,Generic.Malware.SYd!g.2FDA2728,Generic.Malware.SYd!g.2FDA2728,Trojan.Win32.Senta,BackDoor.HangUp.43882,Trojan.Win32.Qukart.fokxwg,W32/Berbew.WRHR-5462,Trojan.TR/Downloader.Gen,Trojan[Proxy]/Win32.Qukart.gen,Worm.Dorkbot.A,,Trojan-Proxy.Win32.Qukart.gen,Trojan-Ransom.Win32.Pornoasset.a,Trojan.Win32.Generic.kZnr,,W32/Berbew.A,Spyware.Qukart!1.AE0A (CLASSIC),,Win32.Trojan-Spy.Quart.a,Trojan.QukartGen.Win32.1,TrojanSpy.Qukart,Backdoor.BerBew,Win.Trojan.Crypted-29,Trojan.Win32.Padodor.Gen.A,,Virus.Win32.31145,,,,Win32:Malware-gen,W32/GenKryptik.BJQV!tr,Proxy-Program ( 003b8b111 ),TR/Downloader.Gen,Proxy-Program ( 003b8b111 ),Trj/Genetic.gen,Generic.Malware.SYd!g.2FDA2728,Trojan.PR.Qukart!bfrT6Jnvj4M,,Worm.Win32.Qukart.K@565w5t,TrojanProxy.Qukart.bec,W32.HfsAutoB.,,Win32/Webber.W,Unsafe.AI_Score_84%,,Proxy.Qukart.gen,,,,,,heuristic,win/malicious_confidence_100% (D),malware (ai score=89),malicious (high confidence),DFI - Malicious PE,Unsafe,,,Generic.mg.37abb0a9a66ac8e4,suspicious,malicious.high.ml.score,,,,,,,,,,,
0d9699dea777bede03e7de97272ebffa07c08430d1302c7a7c8dbbff4222bf9c,7136,Trojan-FPVC!FEF58F92564A,BehavesLike.Win32.Worm.cc,,,Trojan.Ransom.Cerber.YZ,Trojan.Ransom.Cerber.YZ (B),Trojan.Ransom.Cerber.YZ,,Trojan:Win32/Occamy.C,,Trojan.Ransom.Cerber.YZ,Win32/Trojan.Ransom.841,Trojan/Win32.Cerber.R255939,Trojan.Ransom.Cerber.YZ,Trojan.Ransom.Cerber.YZ,Trojan.Ransom.Cerber,,,W32/Damaged_File.B.gen!Eldorado,,Trojan[Ransom]/Win32.Zerber,Trojan.Zenshirsh.SL7,,,,,,W32/Damaged_File.B.gen!Eldorado,Malware.Heuristic.MLite(100%) (AI-LITE:9w1qI212hy1u/1L7lbazrQ),,,,,,,,,,Ransom/W32.Agent.156697,Ransom:Application/Generic.8be82855,,,W32/Cerber.YZ!dam,,,,Trj/CI.A,Trojan.Ransom.Cerber.YZ,,,Heur.Corrupt.PE@1z141z3,,,Ransom.GandCrab/Variant,,,,Trojan.Malware.73618740.susgen,,,,,,heuristic,win/malicious_confidence_100% (D),malware (ai score=97),malicious (high confidence),DFI - Malicious PE,,malicious.2564a2,generic.ml,Generic.mg.fef58f92564a24be,suspicious,malicious.high.ml.score,,,,,,,,,,,
120308a20892d1bbbea942b5cb0c8ac59707e0331c0db2abd92028103609b4a0,291943,Artemis!36EF174BFC82,BehavesLike.Win64.Trojan.gc,a variant of Win64/Adware.Agent.M,Mal/Generic-S,Gen:Variant.Mikey.93160,Gen:Variant.Mikey.93160 (B),Gen:Variant.Mikey.93160,Trojan-Ransom.Win32.PornoAsset.dfcu,Trojan:Win32/Tiggre!plock,Trojan.Gen.MBT,Gen:Variant.Mikey.93160,,Malware/Win64.Generic.C3163195,Gen:Variant.Mikey.93160,Trojan.Mikey.D16BE8,Trojan.Dropper.Daws,,Trojan.Win64.PornoAsset.fpyoob,,Trojan.TR/AD.Inject.FD,Trojan[Ransom]/Win32.PornoAsset,TrojanRansom.PornoAsset,Ransom_PornoAsset.R035C0WE719,Trojan-Ransom.Win32.PornoAsset.dfcu,Win32.Trojan.Pornoasset.Lmlj,Trojan.Win32.PornoAsset.tpNz,,,Ransom.PornoAsset!8.6AA (TFE:5:BiwFt8kBGcC),Ransom_PornoAsset.R035C0WE719,,Trojan.PornoAsset.Win32.23666,,Trojan.MalPack.RND,,,,,,,,Win64:Malware-gen,W32/PornoAsset.DFCU!tr,Riskware ( 0040eff71 ),TR/AD.Inject.FD,Riskware ( 0040eff71 ),Trj/CI.A,Gen:Variant.Mikey.93160,Trojan.PornoAsset!MlpYXlKwmUE,,,Trojan.PornoAsset.fmd,,,,,,,,,,,,heuristic,win/malicious_confidence_100% (D),malware (ai score=88),,DFI - Malicious PE,,,generic.ml,Generic.mg.36ef174bfc827bdd,,,,,,,,,,,,,
0824af58bd9bfc12ebe1d3da94493b800d9bfd81e4a2d3b972f641ba66b29883,3212
1c1fb3998407b440bce02b1e0feea5595521220d518c26e699c4656fe0bc9ccf,290948,GenericRXAP-WY!3967AB05C082,BehavesLike.Win32.Dropper.cc,a variant of Win32/Kryptik.FIXT,Mal/RansomDl-B,Trojan.Agent.CAGC,Trojan.Agent.CAGC (B),Trojan.Agent.CAGC,UDS:DangerousObject.Multi.Generic,Ransom:Win32/Locky,Ransom.Locky!g20,Trojan.Agent.CAGC,HEUR/QVM39.1.C6BB.Malware.Gen,Trojan/Win32.Locky.C1629282,Trojan.Agent.CAGC,Trojan.Agent.CAGC,Trojan-Ransom.Locky,Trojan.Encoder.6647,Trojan.Win32.Encoder.ehwgoh,W32/Locky.BQ.gen!Eldorado,Trojan.Agent.CAGC,Trojan/Win32.TSGeneric,Ransom.Locky.A7,Ransom_HPLOCKY.SM21,UDS:DangerousObject.Multi.Generic,Win32.Trojan.Raasj.Auto,Troj.Crypt.Epack!c,Trojan.Win32.Generic!BT,W32/Locky.BQ.gen!Eldorado,,Ransom_HPLOCKY.SM21,Win32.Trojan.Kryptik.axv,Trojan.Kryptik.Win32.973940,,Ransom.Locky,Win.Ransomware.Locky-31469,,W32.Ransom.Locky,,,,,,W32/Kryptik.FIXT!tr,Trojan ( 004fc0cc1 ),TR/Crypt.EPACK.Gen2,Trojan ( 004fc0cc1 ),Trj/Genetic.gen,,Trojan.Kryptik!8cUlP+dLH8c,Trojan.Win32.Generic!BT,TrojWare.Win32.Ransom.NCrypt.GSE,,,,,,,,,,,,,backdoor.win32.vawtrak.a,malicious_confidence_100% (D),,malicious (high confidence),static engine - malicious,,,generic.ml,,,,,,,,,,,,,,
032771777dbeffb6d01ccbacd3dcef152c11f5e009ec00deea0e9d552346fdb6,61042,Ransomware-FGI!899F721C6617,BehavesLike.Win32.SoftPulse.fh,a variant of Win32/Kryptik.EQVH,Mal/Generic-S,Trojan.Agent.BROM,Trojan.Agent.BROM (B),Trojan.Agent.BROM,Trojan-Ransom.Win32.Bitman.qlg,Ransom:Win32/Tescrypt.A,Trojan.Gen,Trojan.Agent.BROM,HEUR/QVM41.2.Malware.Gen,Trojan/Win32.Teslacrypt,Trojan.Agent.BROM,Trojan.Agent.BROM,,Trojan.Encoder.4121,Trojan.Win32.Encoder.eawzdd,W32/Rovnix.C2.gen!Eldorado,Trojan.Agent.BROM,Trojan[Ransom]/Win32.Bitman,Ransom.Locky.S5,Ransom_HPCRYPTESLA.SM1,,,Troj.W32.Gen.lNEB,Trojan.Win32.Generic!BT,W32/Rovnix.C2.gen!Eldorado,Trojan.Kryptik!1.A32E,,Win32.Trojan.Kryptik.ws,Trojan.Bitman.Win32.1548,,Ransom.TeslaCrypt,,,,,,,Trojan.Agent.BROM,Win32:Malware-gen,W32/Kryptik.EQFO!tr,Trojan ( 004e00bd1 ),TR/Crypt.Xpack.423557,Trojan ( 004e00bd1 ),Trj/Genetic.gen,Trojan.Agent.BROM,Trojan.Bitman!,Trojan.Win32.Generic!BT,,Trojan.Bitman.tk,,Trojan.Agent/Gen-Kryptik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08eb9136efb7008b5ab2579e5a22385d5fc00a35772e7708870d0bdc0bed6983,37458,W32/VirRansom.c!BFA3703C5C51,BehavesLike.Win32.VirRansom.tc,a variant of Win32/Virlock.J,W32/VirRnsm-F,Win32.Virlock.Gen.8,Win32.Virlock.Gen.8 (B),Win32.Virlock.Gen.8,HEUR:Trojan.Win32.Generic,Trojan:Win32/Wacatac.A!ml,W32.Virlock!gen2,Win32.Virlock.Gen.8,Win32/Trojan.f42,Win32/Nabucur.D,Win32.Virlock.Gen.8,Win32.Virlock.Gen.8,Virlock.Win32,Win32.VirLock.16,Virus.Win32.Virlock.driqkh,W32/Virlock.I.gen!Eldorado,Trojan.TR/Crypt.XPACK.Gen,,Ransom.PolyRansom.F3,PE_VIRLOCK.K-O,HEUR:Trojan.Win32.Generic,Virus.Win32.VirLocker.ja,,Virus.Win32.Nabucur.c (v),W32/Virlock.I.gen!Eldorado,Virus.VirLock!1.A08A (CLASSIC),PE_VIRLOCK.K-O,Win32.Virus.Virlock.e,Virus.Virlock.Win32.5,Virus.PolyRansom.k,,,Trojan.Win32.Virlock.Gen.A,,,Virus/W32.VirRansom.B,Virus:Win32/Virlock.358a27b0,,Win32:Cryptor,W32/Virlock.J,Trojan ( 0052b3dd1 ),TR/Crypt.XPACK.Gen,Trojan ( 0052b3dd1 ),Trj/Genetic.gen,Win32.Virlock.Gen.8,,,Virus.Win32.VirLock.GA@7lv9go,,,,,,,Virus.polyransom.k,AI:FileInfector.394B29A813,,,,,heuristic,win/malicious_confidence_100% (W),malware (ai score=100),malicious (high confidence),DFI - Malicious PE,Unsafe,malicious.c5c51f,generic.ml,Generic.mg.bfa3703c5c51fa8f,suspicious,malicious.moderate.ml.score,,Malicious,,Malware,,,,,,,
078ef23adde36a1f858750caaad394415c60e553ddbc1c7e8b4ce216db720086,54858,BackDoor-AXJ.gen,BehavesLike.Win32.Backdoor.wc,a variant of Win32/Spy.Qukart,Mal/Padodor-A,GenPack:Generic.Malware.SYd!g.BD49A88A,GenPack:Generic.Malware.SYd!g.BD49A88A (B),GenPack:Generic.Malware.SYd!g.BD49A88A,Trojan-Proxy.Win32.Qukart.gen,Backdoor:Win32/Berbew,Backdoor.Berbew.F,GenPack:Generic.Malware.SYd!g.BD49A88A,HEUR/QVM19.1.14FF.Malware.Gen,Win-Trojan/Berbew.51712,GenPack:Generic.Malware.SYd!g.BD49A88A,GenPack:Generic.Malware.SYd!g.BD49A88A,Trojan.Win32.Senta,BackDoor.HangUp.43882,Trojan.Win32.Qukart.fokxwg,W32/Berbew.WRHR-5462,Trojan.TR/Downloader.Gen,Trojan[Proxy]/Win32.Qukart.gen,Worm.Dorkbot.A,,Trojan-Proxy.Win32.Qukart.gen,Trojan-Ransom.Win32.Pornoasset.a,Trojan.Win32.Generic.kZnr,,W32/Berbew.A,Backdoor.Berbew!8.115 (TFE:dGZlOgS8fQSa7X5qkA),,Win32.Trojan-Spy.Quart.a,Trojan.QukartGen.Win32.1,TrojanSpy.Qukart,Backdoor.BerBew,,Trojan.Win32.Padodor.Gen.A,,Virus.Win32.31145,,,,Win32:Malware-gen,W32/GenKryptik.BJQV!tr,Proxy-Program ( 003b8b111 ),TR/Downloader.Gen,Proxy-Program ( 003b8b111 ),Trj/Genetic.gen,GenPack:Generic.Malware.SYd!g.BD49A88A,TrojanSpy.Qukart!IJstOTqW+9o,,Worm.Win32.Qukart.K@565w5t,TrojanProxy.Qukart.bec,W32.HfsAutoB.,,Win32/Webber.W,Unsafe.AI_Score_84%,,,,,,,,heuristic,win/malicious_confidence_100% (D),malware (ai score=89),malicious (high confidence),DFI - Malicious PE,Unsafe,malicious.2eec69,,Generic.mg.cfc6df12eec6907e,suspicious,malicious.high.ml.score,,,,,,,,,,,
003f5320456b39c74ddfc8ce346b675340121874c899b42da863dff16ca7add5,35248,Ransomware-GGH!B2A09FBC6C5C,Ransomware-GGH!B2A09FBC6C5C,a variant of Win32/Injector.DRXN,Mal/Generic-S,Gen:Variant.Ransom.Locky.165,Gen:Variant.Ransom.Locky.165 (B),Gen:Variant.Ransom.Locky.165,HEUR:Trojan.Win32.Generic,Backdoor:Win32/Tofsee.T,Ransom.Locky.B,Gen:Variant.Ransom.Locky.165,Win32/Trojan.Ransom.340,Trojan/Win32.RansomCrypt.R209556,Gen:Variant.Ransom.Locky.165,Trojan.Ransom.Locky.165,Trojan.Win32.Injector,,Trojan.Win32.Ransom.etaucf,W32/Locky.CB.gen!Eldorado,Gen:Variant.Ransom.Locky.165,Trojan/Win32.AGeneric,,Ransom_CERBER.SMALY0,HEUR:Trojan.Win32.Generic,Win32.Trojan.Generic.Peyy,Troj.W32.Generic!c,,W32/Locky.CB.gen!Eldorado,,Ransom_CERBER.SMALY0,Win32.Trojan.WisdomEyes.16070401.9500.9944,,,Trojan.MalPack,Win.Trojan.Tofsee-6345150-0,,,,,,,Win32:Malware-gen,W32/Locky.FWSD!tr.ransom,Trojan ( 00517c8d1 ),,Trojan ( 00517c8d1 ),Trj/GdSda.A,Gen:Variant.Ransom.Locky.165,Trojan.Injector!B046k+HfLk4,,TrojWare.Win32.Refinka.FWWQ,Trojan.Generic.bjwwv,W32.TivocasLTL.Trojan,,,malicious_confidence_90%,,,,,,,,heuristic,malicious_confidence_100% (W),malware (ai score=100),malicious (high confidence),static engine - malicious,Unsafe,,,,,,Malware.HighConfidence,,,,,,,,,,
